tile_uid,rock_abundance
0,0.0037727274466305
1,0.0048154764808714
3,0.0071983472444117
4,0.002583333523944
5,0.0059374999254941
6,0.0170416682958602
8,0.0087884617969393
10,0.0044431816786527
11,0.0044318181462585
12,0.0041666668839752
13,0.0059090913273394
14,0.0079454546794295
15,0.0034062499180436
16,0.0023227273486554
18,0.0032166666351258
19,0.0070762704126536
20,0.0038315791171044
21,0.0050570182502269
22,0.0047738095745444
23,0.0106730768457055
25,0.002008264651522
26,0.0026071430183947
29,0.007436363492161
30,0.0202023833990097
34,0.0041818185709416
36,0.0169838722795248
37,0.0110576916486024
40,0.0073712123557925
42,0.0030000002589076
43,0.0379939414560794
44,0.0029817353934049
45,0.0091411061584949
47,0.0034393942914903
49,0.0387846194207668
50,0.0041818185709416
52,0.0087416665628552
54,0.0024715908803045
55,0.0047575756907463
56,0.0041487608104944
57,0.0101444441825151
59,0.037818182259798
60,0.0031488097738474
62,0.0036481481511145
63,0.0067525245249271
68,0.0069551286287605
69,0.0076942155137658
70,0.0070000002160668
71,0.0094087291508913
72,0.0054166666232049
74,0.0046011903323233
76,0.0042083337903022
77,0.0096439393237233
79,0.005767676513642
80,0.0140748675912618
81,0.0046250000596046
82,0.0025438596494495
86,0.0068030306138098
89,0.0043006995692849
91,0.0134861124679446
93,0.0469999983906745
95,0.0143888890743255
96,0.0046018520370125
98,0.0088910264894366
99,0.0041136369109153
100,0.0050000003539025
101,0.0137291671708226
102,0.0020606063771992
107,0.0054242424666881
109,0.0051445090211927
111,0.0049090906977653
112,0.004878788255155
114,0.0060227280482649
116,0.0028636364731937
117,0.0036833328194916
118,0.0063368980772793
119,0.0043806820176541
120,0.0070320521481335
122,0.0063030300661921
123,0.004615384619683
124,0.0165909100323915
126,0.0062892157584428
128,0.0112045463174581
129,0.0052828290499746
131,0.0067272735759615
133,0.0039852941408753
134,0.0029345240909606
136,0.0037430557422339
140,0.0045314687304198
141,0.0044297520071268
142,0.0059291669167578
143,0.0116038955748081
144,0.0036590911913663
145,0.0061515155248343
147,0.0041074380278587
149,0.0083291931077837
150,0.0033958333078771
151,0.0050434786826372
152,0.0051404954865574
153,0.0298690479248762
154,0.0071238945238292
155,0.0040303035639226
156,0.0226363632827997
157,0.0034848484210669
158,0.01819091103971
160,0.0068961041979491
164,0.0047727264463901
168,0.0148055553436279
170,0.0167878791689872
171,0.0040151514112949
172,0.0180945936590433
173,0.0041818181052803
174,0.0262272749096155
176,0.0086256684735417
177,0.0060060606338083
179,0.0111031737178564
181,0.0068130842410027
182,0.0036060609854757
183,0.004510489758104
184,0.0041287881322205
185,0.0061363643035292
187,0.0442627742886543
189,0.0030196080915629
190,0.0044861114583909
191,0.0042222221381962
194,0.0090491808950901
195,0.0051000006496906
196,0.0028333333320915
198,0.0151487598195672
199,0.0149999996647238
200,0.0051666665822267
201,0.0060303038917481
202,0.0059090908616781
203,0.006842425558716
207,0.0134333334863185
208,0.0033511905930936
211,0.010250000283122
212,0.0046891891397535
213,0.0044651166535913
214,0.0070636360906064
217,0.0173801649361848
218,0.0047424244694411
219,0.0116298701614141
220,0.0028872550465166
221,0.0057666664943099
222,0.0092323245480656
223,0.0089166667312383
225,0.0042613637633621
228,0.0032424249220639
231,0.0036333331372588
232,0.0078181819990277
233,0.0143140498548746
234,0.0040378789417445
235,0.0053680557757616
236,0.0050573768094182
238,0.0083910264074802
240,0.0084710754454135
241,0.0094159292057156
244,0.0029090910684317
245,0.0219310354441404
246,0.0048787877894937
247,0.0065092598088085
248,0.0038311691023409
250,0.0044807693921029
254,0.0044454545713961
255,0.0058177569881081
256,0.0535404048860073
259,0.0041298707947134
260,0.0101983472704887
261,0.0047465753741562
262,0.0082583324983716
263,0.0054519232362508
264,0.0110892858356237
265,0.0065462966449558
267,0.0036203707568347
269,0.0037954549770802
270,0.0160931386053562
271,0.0032166668679565
272,0.0045252526178956
273,0.0077676768414676
274,0.0041909092105925
275,0.0076205357909202
276,0.0037361960858106
277,0.0042055551894009
280,0.0027482521254569
281,0.0105656562373042
282,0.0043157897889614
283,0.0150781264528632
285,0.0076727275736629
287,0.0543437488377094
288,0.0061136363074183
289,0.006815068423748
290,0.0111666675657033
291,0.0030615385621786
292,0.0094019137322902
295,0.00355757586658
296,0.0045384620316326
297,0.0054517546668648
298,0.0039807697758078
299,0.0049375002272427
300,0.00840909127146
304,0.0024285716935992
305,0.0059292931109666
306,0.0091666672378778
307,0.0193636380136013
309,0.0059256199747323
310,0.0237023793160915
312,0.0172916688024997
313,0.0035982907284051
316,0.0059909089468419
317,0.0044749998487532
318,0.0033000002149492
319,0.0080909086391329
320,0.0086780823767185
323,0.0051909089088439
324,0.0070416666567325
325,0.0040757581591606
327,0.0058181821368634
330,0.0115454560145735
331,0.0048484848812222
332,0.0053030299022793
333,0.0039944443851709
334,0.0021805558353662
335,0.0046666669659316
338,0.0030909096822142
339,0.0083257583901286
346,0.0035750002134591
347,0.0067976186983287
348,0.0090208332985639
349,0.0045303031802177
350,0.0090694446116685
351,0.0042727272957563
354,0.0037622381933033
356,0.0111428583040833
357,0.0257575754076242
358,0.0126547627151012
359,0.0036325303371995
360,0.0033695655874907
361,0.0050757573917508
363,0.0042954548262059
364,0.0125075755640864
365,0.0267142839729785
366,0.0064333332702517
369,0.0164909102022647
371,0.0062291668727993
372,0.0037678573280572
373,0.0066770836710929
374,0.0046770833432674
376,0.012190475128591
377,0.0095454538241028
378,0.0063888886943459
380,0.0045194807462394
381,0.0043461536988615
383,0.0047762240283191
385,0.0067575760185718
386,0.015482953749597
388,0.0061250003054738
391,0.010388889349997
392,0.0030454548541456
394,0.0047979797236621
395,0.0038181822746992
396,0.0071791666559875
400,0.0041515156626701
401,0.0043833334930241
402,0.0104666668921709
403,0.0048703704960644
404,0.004755319096148
405,0.0032598043326288
406,0.0153223136439919
409,0.0035595241934061
411,0.0042954548262059
412,0.0044132228940725
413,0.0065944055095314
414,0.0065303039737045
415,0.0042909090407192
417,0.0070277783088386
418,0.0038712124805897
419,0.0032121210824698
420,0.0109487175941467
421,0.0064358972012996
422,0.0085512828081846
423,0.0063796299509704
424,0.0087777776643633
425,0.002757575828582
426,0.0028928571846336
427,0.057636372745037
429,0.0405208356678485
432,0.0036459332332015
433,0.0064040403813123
439,0.0053750001825392
441,0.0049829548224806
442,0.0095289265736937
443,0.0315347239375114
444,0.0039545455947518
445,0.010899999178946
446,0.0065833339467644
448,0.0046190479770302
449,0.0029510492458939
450,0.0062500005587935
455,0.0064295311458408
457,0.0060714287683367
458,0.0038373207207769
459,0.0039666667580604
460,0.0528506487607955
461,0.0081851854920387
462,0.0077348486520349
463,0.0072361114434897
465,0.0094322925433516
466,0.0041777775622904
467,0.0041250004433095
468,0.0045909089967608
472,0.0250138901174068
473,0.0033333338797092
476,0.0037676766514778
477,0.0064117652364075
478,0.0042954548262059
479,0.0060902778059244
480,0.0045668445527553
481,0.0492619052529335
483,0.0031893940176814
485,0.0227899998426437
487,0.0114791681990027
489,0.0191888883709907
490,0.0038284314796328
491,0.0039421482942998
493,0.0026354168076068
496,0.0039151515811681
497,0.0087051289156079
498,0.0128636369481682
499,0.0031063833739608
501,0.0037373739760369
502,0.0041908393613994
503,0.0030625003855675
508,0.0059895836748182
510,0.0208842977881431
512,0.0063232327811419
514,0.020022727549076
515,0.0070363637059926
516,0.0050364583730697
519,0.0079393945634365
520,0.0092812497168779
521,0.0100454548373818
522,0.0033030302729457
523,0.0062070712447166
527,0.0031748251058161
529,0.003452381119132
530,0.0048781726509332
531,0.0041064815595746
533,0.0061538461595773
536,0.0070256413891911
537,0.0076272725127637
538,0.0088896108791232
539,0.0046149734407663
540,0.0073454552330076
541,0.0043484852649271
542,0.0114930551499128
543,0.0042291670106351
546,0.0043846159242093
547,0.0067196968011558
549,0.016552448272705
550,0.0027368422597646
551,0.0081590916961431
552,0.0070958086289465
553,0.0089160846546292
554,0.0125454552471637
555,0.007743801921606
556,0.0036363638937473
558,0.0035944054834544
559,0.0041212122887372
560,0.0061306823045015
561,0.0052396692335605
562,0.0109739135950803
564,0.0042777783237397
566,0.0034375004470348
567,0.0034090913832187
573,0.0244772750884294
574,0.0025215314235538
577,0.0039656865410506
578,0.007443182170391
579,0.0042708334513008
580,0.0033819447271525
581,0.0051031750626862
584,0.0061774188652634
585,0.0107500003650784
586,0.0067647062242031
587,0.0072499993257224
588,0.0060200002044439
589,0.0106319449841976
590,0.0044047618284821
592,0.0063653849065303
593,0.0049717514775693
594,0.0040000001899898
595,0.0133863631635904
597,0.0255887098610401
600,0.0075130434706807
603,0.0070500005967915
604,0.004118881188333
606,0.0091212121769785
607,0.0058541665785014
609,0.0061290320008993
611,0.0144743584096431
613,0.0081287883222103
614,0.0036359650548547
616,0.0038809524849057
619,0.0068602147512137
621,0.0108741261065006
623,0.0066859503276646
624,0.0061875004321336
625,0.0041041667573153
626,0.0115454560145735
627,0.0031735538505017
628,0.0146833341568708
629,0.0041692308150231
630,0.0043333335779607
631,0.0039222221821546
632,0.0040083331987261
634,0.004553030245006
636,0.0044090915471315
639,0.0211354177445173
640,0.0043630953878164
642,0.0027166667860001
645,0.0043404255993664
647,0.0059047620743513
648,0.0160757582634687
650,0.0365129895508289
651,0.0047638886608183
652,0.0070909089408814
653,0.0038373207207769
654,0.0042459894903004
655,0.0028472223784774
656,0.0027009802870452
657,0.0066474364139139
661,0.0105151515454053
662,0.0038852458819746
